0,1,2,3,4,5,6,7,8,9
4.478675e-14,8.510333e-15,2.9840396e-13,4.29636e-10,3.029279e-10,2.045445e-13,1.0,1.0197339e-17,6.363322e-17,3.001568e-18
4.984926e-15,1.2392934e-17,3.8480948e-11,1.6014413e-10,2.4900204e-18,4.33488e-15,9.318958e-17,1.8238108e-17,1.0,3.4956714e-12
2.1672593e-06,1.1622284e-06,5.347515e-08,4.2171234e-07,1.0219074e-05,0.00031752704,1.08028544e-07,0.9996666,1.7841505e-06,5.46839e-08
0.00015435528,0.00025775918,0.03443924,0.01634955,0.94646424,8.55325e-05,0.001987488,7.7121025e-05,1.1993552e-05,0.0001727369
0.9999999,2.9981354e-10,6.164821e-11,1.46461e-09,7.0375537e-09,8.714503e-09,7.074935e-11,1.4281115e-07,7.035671e-10,3.3195324e-10
5.288372e-07,7.999826e-10,8.869933e-12,7.397243e-11,8.0051944e-11,0.99999905,3.958041e-10,3.9370143e-09,1.9943207e-10,5.185942e-07
2.5648546e-12,7.095619e-09,1.3655677e-13,2.509133e-11,1.7178714e-08,1.3574553e-09,9.298581e-12,1.0,1.7690013e-12,8.228456e-13
8.101507e-08,1.2568848e-06,5.7647045e-05,7.032779e-08,1.5508967e-07,1.08450266e-07,1.4029461e-09,1.5716477e-09,2.7356633e-08,0.99994063
5.4908196e-07,1.802413e-06,0.00014334818,7.437018e-05,3.626323e-06,2.9928224e-06,2.7068378e-07,2.5219484e-07,7.432023e-06,0.99976534
0.0040807496,0.00090703776,0.83079,0.02826729,0.015252255,0.0009460997,0.0039351033,0.0019746507,0.049723122,0.064123765
1.5059133e-09,4.446009e-09,0.99737453,0.0020891505,5.5181397e-09,3.5189498e-08,3.023074e-09,2.1677697e-10,0.0005336916,2.6150317e-06
8.058979e-09,7.051819e-13,5.486181e-10,5.0301796e-10,3.011447e-14,8.366305e-10,6.815643e-13,1.7290466e-12,0.9999994,6.036363e-07
1.4751582e-07,0.6306263,1.7677968e-06,0.32613707,1.5901411e-06,0.043022204,0.00017933783,6.78205e-06,2.3932449e-05,8.631426e-07
1.2461824e-09,1.6675924e-07,1.0456531e-06,2.258327e-09,3.5836337e-07,3.9406006e-10,3.4795763e-11,2.7899372e-10,2.5886664e-09,0.99999845
3.1643483e-11,1.9390639e-10,6.229408e-14,1.9552658e-12,1.7200311e-09,1.4895172e-09,8.876356e-12,1.0,5.1468205e-13,4.950423e-13
4.602584e-17,3.9201793e-17,8.888104e-18,5.5180207e-15,1.7090706e-15,1.0,1.4897107e-16,7.700514e-10,6.3304225e-16,3.6535512e-16
0.62728983,0.0011478524,3.4846205e-05,0.00025586016,0.0019739359,0.010031665,0.00020295076,0.35491174,0.002634271,0.001517063
0.9999993,3.4939613e-09,1.2198241e-08,2.6543063e-09,7.067456e-08,2.392605e-07,2.3473459e-09,4.077044e-07,8.850498e-09,4.188208e-08
7.0584207e-12,1.4072544e-11,1.92539e-15,2.6567327e-14,6.8070827e-10,7.861965e-11,1.7006049e-13,1.0,5.711958e-14,3.792061e-13
5.224692e-09,1.0646459e-09,1.745443e-12,1.35703705e-11,6.7463074e-10,2.0836208e-09,4.0173222e-11,1.0,2.124751e-11,5.8572305e-12
8.647581e-12,3.7292157e-12,2.7829633e-10,3.8045584e-09,3.4220151e-09,5.125812e-11,1.0,2.5167344e-15,2.2117017e-15,1.5752085e-15
0.0,0.0,6.07034e-35,7.259467e-32,0.0,4.73188e-35,0.0,0.0,1.0,7.470129e-33
6.702268e-09,3.9281067e-09,2.1855876e-12,1.6881514e-11,7.224835e-10,1.928737e-09,7.305647e-11,1.0,2.6054105e-11,3.100825e-11
2.4566975e-17,7.8851707e-14,9.333073e-19,1.4969233e-15,1.0,3.6954777e-15,2.174563e-17,4.3081856e-17,8.055076e-25,3.789777e-20
5.493241e-14,5.0406967e-11,9.708986e-12,3.8601595e-14,4.2760869e-13,2.488669e-13,1.7169505e-16,1.7970026e-16,5.965712e-14,1.0
1.0,1.0629135e-12,8.338446e-14,7.243818e-11,3.9670066e-11,4.868472e-09,1.4955757e-12,3.4191752e-10,2.874133e-09,1.2503126e-09
2.0820113e-07,0.0008194648,0.0009853517,2.0722477e-05,0.268731,4.634243e-07,5.174141e-08,2.7687906e-07,4.462584e-08,0.7294424
4.204999e-14,6.478891e-15,1.0014655e-12,6.385153e-11,5.3920476e-11,1.0692006e-12,1.0,5.1919455e-18,1.0284376e-17,1.1203981e-18
0.9999925,4.8176695e-08,2.0903904e-07,1.9502762e-07,3.3274098e-08,3.1672007e-06,2.4894161e-08,1.9225254e-06,1.4687437e-07,1.7461344e-06
1.2927028e-06,2.119129e-05,0.0004917551,5.7771117e-06,4.0566487e-05,1.2645085e-06,6.338009e-08,2.7125947e-07,6.330836e-07,0.99943715
1.9325923e-11,8.470687e-10,8.0012297e-10,5.264317e-06,1.3818421e-06,4.579664e-09,0.9999933,5.2280336e-10,2.333174e-12,1.4330058e-12
1.529868e-06,2.4521075e-06,4.1799478e-08,2.5159005e-07,6.7797e-06,7.187353e-07,1.9228236e-07,0.99998784,1.3034519e-07,6.017196e-08
2.3671432e-13,3.1804477e-12,1.605537e-09,0.9999999,1.9160235e-10,6.9358933e-12,1.6987653e-07,5.296327e-14,1.4771024e-09,5.01676e-13
3.5911643e-15,6.401622e-16,0.99941635,2.3496385e-05,3.7590462e-15,1.3577825e-11,1.5801501e-14,8.447644e-16,0.00056017627,6.939605e-10
3.3785316e-12,6.1112754e-10,1.33808424e-11,4.3458206e-09,1.0,6.194749e-11,1.8277246e-10,6.639622e-11,1.2500018e-14,8.7675076e-12
3.910382e-07,3.2026134e-07,4.6216453e-08,2.0492756e-07,7.2567957e-07,0.99998546,2.9590564e-07,1.2595446e-05,8.978662e-09,1.6804577e-08
7.644647e-06,1.5012638e-05,0.71215093,0.2863669,5.902575e-05,2.440948e-05,0.00021888061,1.6944215e-06,0.0010647312,9.077295e-05
2.3716725e-06,3.6062227e-06,8.4389725e-08,4.4878433e-07,5.0779396e-05,0.0001967737,2.3941442e-07,0.99974316,2.4204778e-06,1.3819333e-07
7.602152e-29,4.5939704e-25,1.0,1.6193559e-16,6.195012e-25,2.8227614e-23,2.3571041e-29,9.305179e-31,3.75359e-21,8.872065e-14
1.4305494e-12,3.4873222e-11,4.0016806e-16,8.773249e-15,2.7242422e-10,2.5812547e-13,6.4586845e-14,1.0,3.71147e-15,3.0467958e-14
1.5752253e-09,1.3913163e-14,3.8821352e-13,1.8251421e-15,1.5924392e-08,2.081037e-11,1.0906614e-15,3.7974566e-15,5.7725994e-11,1.0
1.2171172e-12,2.1891487e-10,9.665679e-15,6.195711e-13,4.7194154e-12,1.1519479e-12,4.677714e-13,1.0,2.8856444e-14,4.095467e-13
1.8014035e-08,7.8231785e-08,0.9995352,9.4402065e-05,8.41849e-08,3.222398e-07,1.4170317e-08,3.8063677e-09,2.981594e-06,0.00036684205
0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.3449495e-37
3.5028718e-09,0.99904865,1.9235136e-08,5.5437573e-07,3.221456e-05,1.1102624e-05,4.7362608e-08,9.2695764e-08,9.993986e-10,0.00090740866
2.6186318e-14,6.339417e-13,0.9999993,6.616673e-07,6.3173555e-12,1.9950229e-12,6.695998e-14,3.4261623e-15,4.2427464e-11,1.7170578e-08
0.9999993,1.7157473e-09,2.497417e-09,1.8798028e-09,1.17933176e-07,1.8517204e-07,1.0417257e-09,3.0266102e-07,2.4822344e-09,9.218153e-09
7.3947173e-09,7.4910695e-08,3.0709775e-11,5.635237e-09,9.013607e-09,3.343866e-09,1.1213293e-08,0.9999999,1.00202735e-08,2.0464146e-11
9.741023e-11,3.9132975e-10,1.158757e-12,2.881118e-10,8.4284535e-10,0.9999999,4.543842e-11,7.105631e-08,1.4337651e-11,3.224042e-10
1.7146574e-11,2.5120757e-09,8.222709e-14,1.4928775e-11,2.7360628e-10,1.353375e-10,1.4369409e-11,1.0,6.497758e-13,2.3124068e-12
9.255477e-05,3.3255874e-05,1.6119078e-05,0.0005567673,3.100788e-05,0.9986431,0.00013145444,0.00036503142,5.7861107e-05,7.2839095e-05
7.171849e-26,4.0216247e-14,5.252595e-22,2.701226e-15,1.0,8.285192e-18,1.2144103e-17,1.139333e-16,2.4656673e-29,1.4073802e-19
1.8935457e-07,9.641595e-08,5.3992455e-10,8.111541e-09,3.5066668e-07,2.1948283e-05,3.8357687e-08,0.99997735,2.7792963e-08,1.3231503e-09
1.3022861e-09,3.7779837e-09,3.0594238e-12,1.3046043e-11,2.801648e-09,3.6262815e-08,3.444499e-11,1.0,5.041514e-11,1.5075465e-09
2.7956697e-09,1.3425807e-08,4.7265375e-10,8.447656e-10,5.373874e-06,2.2483579e-07,8.7050805e-10,0.9999944,5.533476e-10,4.1764567e-10
2.7362912e-09,8.62121e-11,4.6006302e-10,9.973683e-07,1.2117659e-11,5.7915797e-09,7.553752e-11,9.852118e-11,0.99999905,8.053091e-09
1.2560561e-06,7.5377095e-08,9.61936e-06,2.053139e-06,0.99998677,5.3995283e-08,1.6267344e-07,2.0050386e-08,6.9808814e-10,1.6485646e-07
1.7693192e-06,1.3241129e-06,3.303716e-07,4.5194506e-06,4.4243612e-07,0.9999821,2.2145468e-06,6.4225037e-06,9.774794e-08,6.7518744e-07
2.1880453e-06,1.5098643e-06,5.584905e-09,1.3633938e-07,1.4924396e-07,0.99997926,2.260527e-07,3.1858317e-06,1.2766512e-05,5.7006605e-07
1.3006564e-07,0.00021927491,1.4593971e-07,1.1869205e-05,0.0003264315,5.0336883e-05,3.7246134e-06,0.99938786,1.4499426e-07,1.4064508e-07
4.3737985e-11,2.8770644e-11,8.020451e-12,6.164672e-10,1.0,2.664041e-13,9.737565e-12,6.1609043e-12,9.797609e-16,4.77364e-10
0.9999906,1.3976323e-08,6.179002e-09,6.087283e-08,9.065887e-07,7.0837177e-06,1.0187666e-08,5.982296e-07,1.8079817e-07,5.253086e-07
0.0035569714,0.0045616217,0.013195379,0.631996,0.0019654722,0.008617247,0.0037921618,0.0013638445,0.32601136,0.0049398826
2.3439045e-15,1.8890903e-18,1.6670911e-14,1.3855347e-11,8.231126e-20,5.5643974e-15,2.7500891e-18,5.226861e-18,1.0,4.7123587e-14
2.5470421e-09,2.9497517e-06,1.6045849e-11,2.6255307e-08,7.90108e-09,4.166238e-09,1.5480426e-08,0.999997,5.755961e-10,2.932251e-11
1.6337448e-10,1.8216584e-08,5.791256e-10,0.9999951,7.623356e-07,3.904025e-11,4.0271675e-06,1.9849726e-11,1.3423481e-07,1.1899475e-11
1.12820935e-08,7.644815e-10,2.5285264e-08,1.5940861e-08,1.25800375e-08,9.8822724e-08,0.9999999,3.4363267e-12,1.1139769e-12,2.9661547e-12
0.9995047,1.1712643e-05,1.2319309e-05,0.00014081785,3.4821038e-05,8.712664e-05,0.00010158042,6.048702e-05,2.2141641e-05,2.4259627e-05
0.9813281,2.3899545e-05,4.1813546e-06,0.00017487991,4.771035e-05,0.017826077,0.00030663243,4.4017896e-05,1.3695616e-05,0.00023082255
1.3476097e-07,1.3334033e-08,2.759378e-07,1.5167407e-06,0.99999607,2.0038721e-08,1.9799882e-06,4.8736485e-08,9.343035e-10,2.9364223e-08
1.5939734e-09,1.9034738e-08,0.999739,6.5829217e-06,6.258023e-08,2.8689703e-08,1.0974135e-09,8.733104e-10,9.611538e-08,0.00025420144
9.815274e-07,5.9345443e-06,3.1207377e-09,6.4055865e-07,2.9512917e-06,8.611434e-07,7.812384e-07,0.9999877,1.1439165e-07,5.1502047e-09
5.5819218e-08,7.730634e-10,1.5947704e-07,2.765826e-07,0.9999994,7.3428517e-09,1.07304565e-07,7.047366e-10,2.643618e-11,7.777224e-09
